latitude,longitude,business_id,address,business_name,business_type,community_id
39.9397572,-82.98362834468105,20426016,1167 PARSONS AVE,Fraternal Order Of Eagles,Other,365.0
40.01867638076294,-83.00601675447793,20426034,220 CLIFFSIDE DR,Glen Echo United Presbyterian Church,House of Worship,362.0
39.963826375,-82.970274375,20426056,86 S OHIO AVE,Christ Bible Church,House of Worship,371.0
39.961978099999996,-83.00817172368644,20426075,300 W BROAD ST,Ohio Veteran's Memorial,Museum,379.0
39.939404,-82.915592,20426080,1555 S JAMES RD,Redeemer Lutheran Church,House of Worship,388.0
40.000848817106586,-82.93897046724236,20426100,1525 SUNBURY RD,Christian Outreach Ministries,House of Worship,372.0
39.98870525,-82.97985710311886,20426143,1145 ST CLAIR AVE,St. John Baptist Church,House of Worship,366.0
40.03202615,-82.97013865395871,20426144,1614 OAKLAND PARK AVE,St. James the Less St Vincent,House of Worship,373.0
39.9574497,-82.9542499,20426145,1678 E MAIN ST,A Ministry of Hope and Healing,House of Worship,371.0
39.97298911111111,-82.96901814814815,20426153,1248 MT VERNON AVE,Mt Calvary Holy Church,House of Worship,371.0
39.954096,-83.089954,20426160,3361 W BROAD ST,West Broad Church of Christ,House of Worship,370.0
40.05547636081627,-82.95321463972,20426163,4220 CLEVELAND AVE,Christ Presbyterian Church,House of Worship,378.0
39.954235,-83.087151,20426170,3253 W BROAD ST,Hope City House Of Prayer,House of Worship,370.0
40.099809302400374,-82.99015937161758,20426174,990 KINGSMILL PKWY,Anthem Of Hope,House of Worship,378.0
39.91810619134847,-82.97581921142145,20426175,727 STAMBAUGH AVE,Church Christ Southern Missionary Church,House of Worship,365.0
39.88986117174077,-82.87941520541642,20426182,4041 HAMILTON SQUARE BLVD,Holiday Inn Express Hotel & Suites,House of Worship,377.0
40.1049804,-83.08779483563279,20426233,3728 SNOUFFER RD,North Columbus Baptist Church,House of Worship,384.0
40.002406,-82.974238,20426238,1790 CLEVELAND AVE,Greater Works Church of God,House of Worship,364.0
39.93534836898523,-83.05617922958025,20426247,1007 MIDLAND AVE,Full Gospel Sons of God Church,House of Worship,370.0
39.938824298125816,-82.9558828879849,20426249,1505 E DESHLER AVE  ,Southeast Apostolic Mission,House of Worship,365.0
39.99945515,-83.00248475198066,20426269,199 E 15TH AVE,Lighthouse Church In Columbus,House of Worship,362.0
39.95366665517241,-83.02580324137931,20426287,290 AVONDALE AVE,Avondale Community Garden,Other,374.0
40.00989449749819,-83.00578043455067,20426295,150 E PATTERSON AVE,Holy Name Church,House of Worship,362.0
39.981552719084796,-82.98201946958393,20426303,862 E 2ND AVE,Milo-Grogan Community Center,Community/Recreation Center,366.0
40.086713200000005,-82.969608,20426304,4411 TAMARACK BLVD 100,Northland Performing Arts Center ,Theater/Concert Hall,378.0
39.97388593877551,-82.95572259183673,20426305,1731 GREENWAY AVE,United House of Prayer,House of Worship,371.0
39.982055,-82.962234,20426345,1528 OLD LEONARD AVE,World Overcomers Ministries,House of Worship,372.0
39.992372,-82.94975,20426372,1200 BRENTNELL AVE,The Church of Christ of the Apostolic Faith,House of Worship,372.0
39.99037839688828,-82.91751730649953,20426402,3242 E 11TH AVE,New Beginning Services,House of Worship,387.0
40.1328695055402,-83.08510224984023,20426411,2309 SUMMIT VIEW RD,Living Peace Church of the Brethren,House of Worship,384.0
39.9199901578692,-82.9188938513144,20426431,4701 WINCHESTER PIKE,Fellowship Baptist Church,House of Worship,388.0
40.0623455497324,-83.01868764210018,20426439,23 MORSE RD,New Apostolic Church,House of Worship,376.0
39.9827928,-83.0170466,20426442,1071 MICHIGAN AVE,Taiwanese Christian Church,House of Worship,394.0
39.892646023038175,-82.96763659775999,20426472,3328 LOCKBOURNE RD,Crossroads United Baptist Church,House of Worship,359.0
39.9684094,-83.0118794,20426482,330 HUNTINGTON PARK LN,Huntington Park,Arena/Stadium,379.0
39.957569,-82.98774700000001,20426484,428 E MAIN ST,Mount Olivet Baptist Church,House of Worship,379.0
39.98347665,-82.9801885,20426550,899 ST CLAIR AVE,Agape Outreach Ministries,House of Worship,366.0
39.95625033333333,-82.906643,20426553,3431 E MAIN ST,World of Pentecost,House of Worship,388.0
40.07266385,-82.95259687364128,20426576,5075 CLEVELAND AVE,Cross Roads Baptist Church,House of Worship,378.0
39.955444982105085,-82.85109748818219,20426577,1185 NOE-BIXBY RD,First Baptist Church,House of Worship,367.0
39.9548955,-82.997683,20426581,50 E MOUND ST,Mound Street Community Garden,Other,379.0
40.061094875,-82.91921325,20426588,4925 SUNBURY RD,Lamb of God Lutheran Church,House of Worship,378.0
39.88199079331725,-82.9973509437785,20426594,145 OBETZ RD,Living Word Church,House of Worship,359.0
39.9513545,-83.02742575,20426614,1066 BELLOWS AVE,Lower Lights Community Church of the Nazarene,House of Worship,374.0
39.98033644007613,-82.9142660019576,20426632,3350 ALLEGHENY AVE,Christ Cathedral Church,House of Worship,388.0
39.937345500000006,-82.99250320458478,20426642,119 E GATES ST,Gates-Fourth United Methodist Church,House of Worship,365.0
40.04073163157895,-83.01841092105263,20426646,3865 N HIGH ST,Calvary Bible Church,House of Worship,376.0
39.961304,-82.98946646006789,20426656,96 S GRANT AVE,Columbus Main Library,Library,379.0
40.01486750733409,-83.01156302965616,20426744,2575 N HIGH ST,P3 Magic Theatre,Theater/Concert Hall,362.0
39.986325,-82.983951,20426748,800 E 5TH AVE,Abundant Faith Church of God,House of Worship,366.0
39.937485153846154,-82.97250553846155,20426749,1325 S OHIO AVE,Ohio Avenue Meeting Hall,Other,365.0
